Sample,AgeID,N1of1,ID,A,B,C,E,F,G,H1,H2,H3,H4,H5,K1,K2,K3,L,M,N1,N2,O,P,Q,R1,R2,R3,R4,AR,LEN,WID,Morphotype_name
P053.001.1.,42.27,obj00139,P053.001.1.obj00139,1,1,1,1,3,1,1,0,0,0,0,0,0,0,3,4,1,1,1,2,1,3,3,2,3,1.238063523,164.0330616,132.491636,"Acrodin Tip, Cone, small dome root"
P053.001.1.,42.27,obj00140,P053.001.1.obj00140,2,1,,,,,,,,,,0,,,,,,,,,,,,,,1.00992846,195.2501756,193.3306994,
P053.001.1.,42.27,obj00141,P053.001.1.obj00141,1,1,2,1,1,3,2,1,1,2,1,0,0,0,2,1,1,1,1,4,3,1,3,2,1,2.131138588,370.4481656,173.826408,"Clear, large root"
P053.001.1.,42.27,obj00142,P053.001.1.obj00142,1,1,2,1,1,3,2,1,2,2,3,0,0,0,2,1,1,1,1,4,3,4,2,2,4,2.489949389,389.5921043,156.4658728,Blades on top
P053.001.1.,42.27,obj00143,P053.001.1.obj00143,4,,,,,,,,,,,0,,,,,,,,,,,,,,0,0,0,
P053.001.1.,42.27,obj00144,P053.001.1.obj00144,1,2,1,2,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,4,1,1,3,2,3,4.273428377,768.8197581,179.9070185,Large long cone
P053.001.1.,42.27,obj00145,P053.001.1.obj00145,1,1,2,1,1,3,2,1,1,2,1,0,0,0,2,2,2,1,1,3,3,7,2,1,3,2.153335325,402.6868223,187.0060912,"Acrodin Tip, 1/2 length convex root"
P053.001.1.,42.27,obj00146,P053.001.1.obj00146,1,2,2,1,1,3,2,1,1,2,1,0,0,0,2,1,1,1,1,3,3,1,2,2,1,2.708758782,484.0286531,178.6902017,"Clear, flat, straight, tall"
P053.001.1.,42.27,obj00147,P053.001.1.obj00147,4,,,,,,,,,,,0,,,,,,,,,,,,,,0,0,0,
P053.001.1.,42.27,obj00148,P053.001.1.obj00148,1,2,2,1,1,3,2,1,3,2,5,0,0,0,2,2,1,3,1,2,2,2,1,1,4,3.060977535,600.9661256,196.3314395,"Acrodin Tip, 1/2 length Concave Root"
P053.001.1.,42.27,obj00149,P053.001.1.obj00149,1,3,2,3,4,3,2,2,5,4,1,1,1,2,1,1,4,4,1,4,3,1,1,2,5,3.485368302,517.5408458,148.4895715,"Curved, Flange (small)"
P053.001.1.,42.27,obj00150,P053.001.1.obj00150,1,4,,,,,,,,,,0,,,,,,,,,,,,,,1.995696487,310.0531174,155.3608574,
P053.001.1.,42.27,obj00151,P053.001.1.obj00151,1,4,,,,,,,,,,0,,,,,,,,,,,,,,2.533669358,375.1376303,148.0610045,
P053.001.1.,42.27,obj00152,P053.001.1.obj00152,1,3,2,1,1,3,2,1,3,2,1,0,0,0,2,1,2,1,1,4,2,1,2,2,2,1.31598572,221.8588437,168.5875769,Short triange flared blades
P053.001.1.,42.27,obj00153,P053.001.1.obj00153,1,4,,,,,,,,,,0,,,,,,,,,,,,,,2.965823582,337.5915417,113.8272498,
P053.001.1.,42.27,obj00154,P053.001.1.obj00154,1,4,,,,,,,,,,0,,,,,,,,,,,,,,1.869665237,250.7368938,134.1079081,
P053.001.1.,42.27,obj00155,P053.001.1.obj00155,1,3,2,1,1,3,2,1,1,2,1,0,0,0,2,1,1,1,1,3,3,1,2,2,1,1.833915946,324.9011759,177.1625229,"Clear, flat, straight, tall"
P053.001.1.,42.27,obj00156,P053.001.1.obj00156,1,1,2,1,3,3,2,1,4,2,1,0,0,0,2,4,1,1,1,4,2,1,2,2,1,1.184534111,166.9114775,140.9089666,"Acrodin Tip, Thick Blades, Small root"
P053.001.1.,42.27,obj00157,P053.001.1.obj00157,4,,,,,,,,,,,0,,,,,,,,,,,,,,2.049887077,578.8115267,282.36264,
P059.007.1.,44.1,obj00001,P059.007.1.obj00001,4,,,,,,,,,,,0,,,,,,,,,,,,,,4.003154156,774.8750241,193.5661216,
P059.007.1.,44.1,obj00002,P059.007.1.obj00002,4,,,,,,,,,,,0,,,,,,,,,,,,,,1.805602191,220.8776764,122.3290919,
P059.007.1.,44.1,obj00003,P059.007.1.obj00003,4,,,,,,,,,,,0,,,,,,,,,,,,,,0,0,0,
P059.007.1.,44.1,obj00004,P059.007.1.obj00004,1,1,2,1,1,3,2,1,3,2,1,0,0,0,2,2,1,1,1,2,2,2,1,1,2,1.529678337,309.3103394,202.2061317,"Acrodin Tip, 1/2 length Concave Root, no tips"
P059.007.1.,44.1,obj00005,P059.007.1.obj00005,1,1,1,1,3,3,2,1,1,1,1,0,0,0,3,1,1,1,1,4,3,1,2,2,2,1.88644914,240.7667136,127.6295812,Bladed cone
P059.007.1.,44.1,obj00006,P059.007.1.obj00006,1,4,,,,,,,,,,0,,,,,,,,,,,,,,3.727544203,2253.367553,604.5179963,
P059.007.1.,44.1,obj00007,P059.007.1.obj00007,1,2,2,1,1,3,2,1,1,2,1,0,0,0,2,2,2,1,1,3,3,4,2,2,5,2.222392824,497.5877216,223.8972859,"Acrodin Tip, extended long root"
P059.007.1.,44.1,obj00008,P059.007.1.obj00008,1,3,1,1,1,1,1,0,0,0,0,0,0,0,2,1,1,1,1,2,3,5,2,2,3,1.671124622,213.5555676,127.7915272,Cone long thin root
P059.007.1.,44.1,obj00009,P059.007.1.obj00009,1,2,2,1,1,3,2,1,1,2,1,0,0,0,2,2,2,1,1,3,3,3,2,3,2,1.308037006,339.7219511,259.7189143,"Acrodin Tip, 3/4 length convex root"
P059.007.1.,44.1,obj00010,P059.007.1.obj00010,1,3,2,1,1,3,2,1,4,2,1,0,0,0,2,4,1,1,1,4,3,1,2,3,3,1.927617286,316.244944,164.060027,"Acrodin Tip, Thick Blades, Big root"
P059.007.1.,44.1,obj00011,P059.007.1.obj00011,1,1,2,2,4,3,3,3,3,2,5,1,4,2,2,2,2,1,1,4,2,2,1,1,1,2.288441061,971.3536973,424.460876,"Acrodin Tip, Curve, 1/2 concave root"
P059.007.1.,44.1,obj00012,P059.007.1.obj00012,1,4,,,,,,,,,,0,,,,,,,,,,,,,,4.157174507,601.2793022,144.6365317,
P059.007.1.,44.1,obj00013,P059.007.1.obj00013,1,4,,,,,,,,,,0,,,,,,,,,,,,,,4.370827629,511.0629407,116.9258969,
P059.007.1.,44.1,obj00014,P059.007.1.obj00014,1,1,1,1,1,1,1,0,0,0,0,0,0,0,2,3,1,1,1,2,1,3,3,2,3,2.247010566,307.9674585,137.0565244,Cone Elongated (with acrodin tip)
P059.007.1.,44.1,obj00015,P059.007.1.obj00015,1,1,2,3,4,3,2,1,4,4,1,0,0,0,2,1,4,4,1,4,3,4,1,3,5,2.81171991,550.342548,195.7316396,"Curved, large concave root, asym bottom"
P059.007.1.,44.1,obj00016,P059.007.1.obj00016,1,4,,,,,,,,,,0,,,,,,,,,,,,,,5.9913002,1149.286027,191.8258123,
P059.007.1.,44.1,obj00017,P059.007.1.obj00017,1,4,,,,,,,,,,0,,,,,,,,,,,,,,3.78639446,440.97154,116.4621237,
P059.007.1.,44.1,obj00018,P059.007.1.obj00018,1,4,,,,,,,,,,0,,,,,,,,,,,,,,0,0,0,
P059.007.1.,44.1,obj00019,P059.007.1.obj00019,1,2,2,1,1,3,2,1,2,2,3,0,0,0,2,1,1,1,1,4,3,4,2,2,4,2.840685481,419.0396512,147.5135681,Blades on top
P059.007.1.,44.1,obj00020,P059.007.1.obj00020,1,2,2,3,4,3,2,2,5,4,1,1,3,2,1,1,4,1,1,4,3,1,2,2,4,4.272645347,853.7631337,199.820735,"Curved, Flange (large)"
P059.007.1.,44.1,obj00021,P059.007.1.obj00021,1,4,,,,,,,,,,0,,,,,,,,,,,,,,2.233638949,439.4565648,196.7446731,
P059.007.1.,44.1,obj00022,P059.007.1.obj00022,1,4,,,,,,,,,,0,,,,,,,,,,,,,,2.20574131,374.875065,169.9542296,
P059.007.1.,44.1,obj00023,P059.007.1.obj00023,2,3,,,,,,,,,,0,,,,,,,,,,,,,,3.025115308,172.707783,57.09130576,
P059.007.1.,44.1,obj00024,P059.007.1.obj00024,1,1,2,1,1,3,2,1,1,2,1,0,0,0,2,1,1,1,1,4,3,1,3,2,3,1.657182567,761.6011209,459.5758705,"Clear, 3/4 Dome root"
P059.007.1.,44.1,obj00025,P059.007.1.obj00025,1,1,2,3,4,3,2,2,5,4,1,1,3,2,1,1,1,1,1,3,2,1,2,2,4,3.50072061,585.4220582,167.2290146,"Curved, Flange (large) small root"
P059.007.1.,44.1,obj00026,P059.007.1.obj00026,1,1,2,1,1,3,2,1,1,2,1,0,0,0,2,2,2,1,1,3,3,7,2,1,3,1.540198315,212.5463309,137.999327,"Acrodin Tip, 1/2 length convex root"
P059.007.1.,44.1,obj00027,P059.007.1.obj00027,2,2,,,,,,,,,,0,,,,,,,,,,,,,,1.105729766,164.1460922,148.4504598,
P059.007.1.,44.1,obj00028,P059.007.1.obj00028,2,2,,,,,,,,,,0,,,,,,,,,,,,,,1.256979435,334.234439,265.9028699,
P059.007.1.,44.1,obj00029,P059.007.1.obj00029,1,2,2,3,4,3,2,2,5,4,1,1,3,2,1,1,4,1,1,4,3,1,2,2,4,3.440173342,1107.549698,321.9458987,"Curved, Flange (large)"
P059.007.1.,44.1,obj00030,P059.007.1.obj00030,1,3,2,3,4,3,2,2,5,4,1,1,3,2,1,1,4,1,1,4,3,1,2,2,4,3.150731039,590.3052378,187.3550076,"Curved, Flange (large)"
P059.007.1.,44.1,obj00031,P059.007.1.obj00031,1,2,2,1,1,3,2,1,3,2,1,0,0,0,2,1,1,1,1,4,3,1,3,2,2,1.920085782,479.2765213,249.6120359,"Clear, flared blades, 3/4 root"
P059.007.1.,44.1,obj00032,P059.007.1.obj00032,2,2,,,,,,,,,,0,,,,,,,,,,,,,,1.328367223,303.6382947,228.5800865,
P059.007.1.,44.1,obj00033,P059.007.1.obj00033,1,4,,,,,,,,,,0,,,,,,,,,,,,,,4.326861607,723.952956,167.315949,
P059.007.1.,44.1,obj00034,P059.007.1.obj00034,2,2,,,,,,,,,,0,,,,,,,,,,,,,,1.142485925,241.639655,211.5033978,
P059.007.1.,44.1,obj00035,P059.007.1.obj00035,2,3,,,,,,,,,,0,,,,,,,,,,,,,,1.020597663,213.2698295,208.9656261,
P059.007.1.,44.1,obj00036,P059.007.1.obj00036,4,,,,,,,,,,,0,,,,,,,,,,,,,,0,0,0,
P059.007.1.,44.1,obj00037,P059.007.1.obj00037,1,1,2,3,4,3,2,1,4,4,1,0,0,0,2,1,4,4,1,4,3,4,1,3,5,2.156397733,580.6648356,269.2753876,"Curved, large concave root, asym bottom"
P059.007.1.,44.1,obj00038,P059.007.1.obj00038,1,2,2,1,1,3,2,1,1,2,1,0,0,0,2,2,1,1,1,4,3,1,3,2,3,2.394394983,628.8522161,262.6351211,"Acrodin Tip, Dome Root"
P059.007.1.,44.1,obj00039,P059.007.1.obj00039,2,2,,,,,,,,,,0,,,,,,,,,,,,,,1.593062651,315.6073728,198.1135975,
P059.007.1.,44.1,obj00040,P059.007.1.obj00040,4,,,,,,,,,,,0,,,,,,,,,,,,,,1.277519496,143.0059914,111.9403593,
P059.007.1.,44.1,obj00041,P059.007.1.obj00041,1,1,2,1,1,3,2,1,3,2,1,0,0,0,2,1,1,1,1,2,2,1,2,2,1,1.971240749,530.0452454,268.8891479,"Clear, flat, small root"
P059.007.1.,44.1,obj00042,P059.007.1.obj00042,1,2,2,1,1,3,2,1,1,2,1,0,0,0,2,2,1,1,1,4,3,1,3,2,3,2.432416129,335.2321442,137.818583,"Acrodin Tip, Dome Root"
P059.007.1.,44.1,obj00043,P059.007.1.obj00043,1,3,2,1,1,3,2,1,1,2,1,0,0,0,2,2,2,4,1,3,3,1,2,2,1,4.084390596,1035.250722,253.4651616,"Acrodin Tip, 3/4 length straight root"
P059.007.1.,44.1,obj00044,P059.007.1.obj00044,2,3,,,,,,,,,,0,,,,,,,,,,,,,,1.783997941,386.4863998,216.6406087,
P059.007.1.,44.1,obj00045,P059.007.1.obj00045,2,2,,,,,,,,,,0,,,,,,,,,,,,,,1.472149245,293.7854638,199.5622828,
P059.007.1.,44.1,obj00046,P059.007.1.obj00046,2,2,,,,,,,,,,0,,,,,,,,,,,,,,1.433431545,302.5668405,211.0786815,
P059.007.1.,44.1,obj00047,P059.007.1.obj00047,1,4,,,,,,,,,,0,,,,,,,,,,,,,,1.585831619,274.1387649,172.867511,
P059.007.1.,44.1,obj00048,P059.007.1.obj00048,1,4,,,,,,,,,,0,,,,,,,,,,,,,,2.947220344,295.311019,100.1998441,
P059.007.1.,44.1,obj00049,P059.007.1.obj00049,1,2,2,1,1,3,2,1,1,2,1,0,0,0,2,2,2,1,1,3,3,3,2,3,2,2.581643094,463.6220068,179.5840826,"Acrodin Tip, 3/4 length convex root"
P059.007.1.,44.1,obj00050,P059.007.1.obj00050,1,2,2,3,4,3,2,1,4,2,3,0,0,0,2,1,1,1,1,4,3,3,3,3,5,3.056179614,662.8390208,216.8848381,"Curved, large concave root"
P059.007.1.,44.1,obj00051,P059.007.1.obj00051,2,2,,,,,,,,,,0,,,,,,,,,,,,,,1.150039014,332.7247865,289.3160861,
P059.007.1.,44.1,obj00052,P059.007.1.obj00052,1,1,1,1,3,1,1,0,0,0,0,0,0,0,3,4,1,1,1,2,1,3,3,2,3,1.198426444,202.4256968,168.9095712,"Acrodin Tip, Cone, small dome root"
P059.007.1.,44.1,obj00053,P059.007.1.obj00053,1,1,2,3,4,3,2,2,5,4,1,1,1,2,1,1,4,4,1,4,3,1,1,2,5,4.116451984,1972.004003,479.0542949,"Curved, Flange (small)"
P059.007.1.,44.1,obj00054,P059.007.1.obj00054,2,2,,,,,,,,,,0,,,,,,,,,,,,,,1.714181801,215.9325915,125.9683141,
P059.007.1.,44.1,obj00055,P059.007.1.obj00055,2,2,,,,,,,,,,0,,,,,,,,,,,,,,1.26800244,585.2698934,461.5684282,
P059.007.1.,44.1,obj00056,P059.007.1.obj00056,1,1,1,1,1,3,2,1,2,2,3,0,0,0,2,2,1,1,1,3,1,3,3,3,3,1.851618826,226.6867171,122.4262326,Blades on top (cone)
P059.007.1.,44.1,obj00057,P059.007.1.obj00057,1,3,2,1,1,3,2,1,1,2,1,0,0,0,2,2,2,4,1,3,3,1,2,2,1,1.855918187,393.6118408,212.084694,"Acrodin Tip, 3/4 length straight root"
P059.007.1.,44.1,obj00058,P059.007.1.obj00058,1,1,2,1,1,3,2,1,3,2,1,0,0,0,2,1,1,1,1,2,2,1,2,2,1,3.388193977,417.2950959,123.1615128,"Clear, flat, small root"
P059.007.1.,44.1,obj00059,P059.007.1.obj00059,3,,,,,,,,,,,0,,,,,,,,,,,,,,1.202357646,232.2030672,193.123126,
P059.007.1.,44.1,obj00060,P059.007.1.obj00060,1,1,1,1,3,2,2,1,1,1,1,0,0,0,3,2,1,1,1,4,3,1,2,2,2,1.652241862,419.4824705,253.8868432,Bladed cone (acrodin tip)
P059.007.1.,44.1,obj00061,P059.007.1.obj00061,1,2,2,2,1,3,2,1,1,2,1,0,0,0,1,1,1,1,1,3,4,1,2,2,5,2.231058669,536.8386844,240.620604,"Clear, Flat, curved, extended root"
P059.007.1.,44.1,obj00062,P059.007.1.obj00062,2,3,,,,,,,,,,0,,,,,,,,,,,,,,1.052244589,229.7313591,218.3250563,
P059.007.1.,44.1,obj00063,P059.007.1.obj00063,1,4,,,,,,,,,,0,,,,,,,,,,,,,,1.461776022,180.3639518,123.3868589,
P059.007.1.,44.1,obj00064,P059.007.1.obj00064,2,2,,,,,,,,,,0,,,,,,,,,,,,,,2.267568489,547.4260243,241.4154311,
P059.007.1.,44.1,obj00065,P059.007.1.obj00065,1,2,2,3,4,3,2,2,5,4,1,1,1,2,1,1,4,4,1,4,3,1,1,2,5,3.34181297,848.0872684,253.7805904,"Curved, Flange (small)"
P059.007.1.,44.1,obj00066,P059.007.1.obj00066,1,4,,,,,,,,,,0,,,,,,,,,,,,,,1.949651278,411.5838365,211.1063866,
P059.007.1.,44.1,obj00067,P059.007.1.obj00067,1,2,2,1,1,3,2,1,1,1,1,0,0,0,2,1,1,1,1,2,3,5,2,2,2,3.063639225,501.5303519,163.7041163,"Clear, 3/4 thin root"
P059.007.1.,44.1,obj00068,P059.007.1.obj00068,1,1,2,1,1,3,2,2,4,3,1,0,0,0,2,1,4,2,1,3,3,4,1,3,5,1.955302074,483.3648423,247.2072468,"Clear, Funnel root"
P059.007.1.,44.1,obj00069,P059.007.1.obj00069,4,,,,,,,,,,,0,,,,,,,,,,,,,,3.109190042,266.8393971,85.82280062,
P059.007.1.,44.1,obj00070,P059.007.1.obj00070,1,4,,,,,,,,,,0,,,,,,,,,,,,,,3.786703462,407.4867732,107.609898,
P059.007.1.,44.1,obj00071,P059.007.1.obj00071,1,4,,,,,,,,,,0,,,,,,,,,,,,,,1.243759813,129.359419,104.0067524,
P059.007.1.,44.1,obj00072,P059.007.1.obj00072,1,4,,,,,,,,,,0,,,,,,,,,,,,,,2.251223018,311.4856053,138.3628378,
P065.013.1.,45.93,obj00001,P065.013.1.obj00001,1,2,2,1,1,3,2,1,1,2,1,0,0,0,2,1,1,1,1,3,3,1,2,2,1,2.361893949,777.7920753,329.3086363,"Clear, 3/4 straight root"
P065.013.1.,45.93,obj00002,P065.013.1.obj00002,4,,,,,,,,,,,0,,,,,,,,,,,,,,1.925860481,259.5388155,134.7651182,
P065.013.1.,45.93,obj00003,P065.013.1.obj00003,1,2,2,1,1,3,2,1,1,2,1,0,0,0,2,2,2,4,1,3,3,1,2,2,1,2.314720762,497.5950951,214.9698155,"Acrodin Tip, 3/4 length straight root"
P065.013.1.,45.93,obj00004,P065.013.1.obj00004,1,2,1,1,1,1,1,0,0,0,0,0,0,0,2,1,1,1,1,2,1,3,3,2,3,1.8,0,0,Cone Elongated (no acrodin tip)
P065.013.1.,45.93,obj00005,P065.013.1.obj00005,1,1,1,1,1,1,1,0,0,0,0,0,0,0,2,3,1,1,1,2,1,3,3,2,3,1.876553635,225.7000451,120.273698,Cone Elongated (with acrodin tip)
P065.013.1.,45.93,obj00006,P065.013.1.obj00006,4,,,,,,,,,,,0,,,,,,,,,,,,,,2.15030914,415.3421483,193.1546216,
P065.013.1.,45.93,obj00007,P065.013.1.obj00007,1,1,2,1,1,3,2,1,1,2,1,0,0,0,2,1,1,1,1,3,2,3,3,1,6,2.083514165,276.0959761,132.5145664,"Clear, vase-root"
P065.013.1.,45.93,obj00008,P065.013.1.obj00008,1,2,4,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Straight, many cusps"
P065.013.1.,45.93,obj00009,P065.013.1.obj00009,1,1,1,3,4,1,1,0,0,0,0,0,0,0,1,1,5,1,1,4,1,3,3,2,3,5.225133985,1232.039804,235.7910454,Large long curved cone
P065.013.1.,45.93,obj00010,P065.013.1.obj00010,1,2,2,1,1,3,2,1,1,2,1,0,0,0,2,1,1,1,1,3,2,3,3,1,6,2.4,0,0,"Clear, vase-root"
P065.013.1.,45.93,obj00011,P065.013.1.obj00011,1,3,2,2,3,3,2,1,1,2,1,0,0,0,1,1,5,1,1,4,3,3,3,2,3,2.879103163,1387.229439,481.8269304,"Pointy, Flare bottom, curve"
P065.013.1.,45.93,obj00012,P065.013.1.obj00012,1,3,1,1,1,1,1,0,0,0,0,0,0,0,2,1,1,1,1,2,3,5,2,2,3,2.096624367,179.4958412,85.61182633,Cone long thin root
P065.013.1.,45.93,obj00013,P065.013.1.obj00013,1,3,2,1,1,3,2,1,1,2,1,0,0,0,2,2,2,1,1,3,3,3,2,3,2,1.702507187,453.3677161,266.294157,"Acrodin Tip, 3/4 length convex root"
P065.013.1.,45.93,obj00014,P065.013.1.obj00014,1,2,2,1,6,3,2,1,1,2,1,0,0,0,2,1,1,1,1,3,3,5,3,2,4,2.952530677,912.3277806,308.9985779,"Clear, long S-shape root"
P065.013.1.,45.93,obj00015,P065.013.1.obj00015,1,2,1,2,4,1,1,0,0,0,0,0,0,0,2,2,1,1,1,3,2,1,2,2,2,2.635454484,453.575041,172.1050558,Cone small curved
P065.013.1.,45.93,obj00016,P065.013.1.obj00016,1,4,,,,,,,,,,0,,,,,,,,,,,,,,1.3,0,0,
P065.013.1.,45.93,obj00017,P065.013.1.obj00017,1,4,,,,,,,,,,0,,,,,,,,,,,,,,2.641306915,332.9511031,126.0554391,
P065.013.1.,45.93,obj00018,P065.013.1.obj00018,1,3,2,3,4,3,2,2,5,4,1,1,3,2,1,1,4,1,1,4,3,1,2,2,4,4.707952226,714.9848605,151.8674843,"Curved, Flange (large)"
P065.013.1.,45.93,obj00019,P065.013.1.obj00019,1,4,1,1,1,1,1,0,0,0,0,0,0,0,2,2,1,1,1,3,2,3,3,2,3,1.277237983,180.9798481,141.6962622,cone short dome root
P065.013.1.,45.93,obj00020,P065.013.1.obj00020,1,1,2,3,4,3,2,2,5,4,1,1,1,2,1,1,4,4,1,4,3,1,1,2,5,2.2,0,0,"Curved, Flange (small)"
P065.013.1.,45.93,obj00021,P065.013.1.obj00021,1,4,,,,,,,,,,0,,,,,,,,,,,,,,1.518348666,170.7870129,112.4820778,
P065.013.1.,45.93,obj00022,P065.013.1.obj00022,1,4,,,,,,,,,,0,,,,,,,,,,,,,,3.215542372,324.2757153,100.8463512,
P065.013.1.,45.93,obj00023,P065.013.1.obj00023,1,4,,,,,,,,,,0,,,,,,,,,,,,,,5.243858802,797.5362062,152.0895654,
P065.013.1.,45.93,obj00024,P065.013.1.obj00024,1,3,2,1,1,3,2,1,3,2,1,0,0,0,2,2,1,1,1,2,2,2,1,1,2,1.387140064,294.8397753,212.5522743,"Acrodin Tip, 1/2 length Concave Root, no tips"
P065.013.1.,45.93,obj00025,P065.013.1.obj00025,1,1,2,1,1,3,2,1,1,2,1,0,0,0,2,2,2,1,1,3,3,4,2,2,5,2.105769885,304.8234757,144.7563088,"Acrodin Tip, extended long root"
P065.013.1.,45.93,obj00026,P065.013.1.obj00026,1,2,2,1,1,3,2,1,1,2,1,0,0,0,2,2,2,1,1,3,3,4,2,2,5,2.230266598,613.7635869,275.1974079,"Acrodin Tip, extended long root"
P065.013.1.,45.93,obj00027,P065.013.1.obj00027,1,2,2,1,3,3,2,1,4,2,1,0,0,0,2,4,1,1,1,4,2,1,2,2,1,1.082388416,223.2147547,206.2242643,"Acrodin Tip, Thick Blades, Small root"
P065.013.1.,45.93,obj00028,P065.013.1.obj00028,1,1,2,3,4,3,2,2,5,4,1,1,1,2,1,1,4,4,1,4,3,1,1,2,5,3.559625449,1203.176082,338.0063714,"Curved, Flange (small)"
P065.013.1.,45.93,obj00029,P065.013.1.obj00029,1,3,2,2,1,3,2,1,1,2,1,0,0,0,2,1,2,2,1,3,3,2,1,1,2,2.015225609,410.7472415,203.8219639,"Clear, Flat, Curved, 3/4 concave root"
P065.013.1.,45.93,obj00030,P065.013.1.obj00030,1,1,2,1,1,3,2,1,1,2,1,0,0,0,2,2,2,4,1,3,3,1,2,2,1,2.195233683,234.7667889,106.9438715,"Acrodin Tip, 3/4 length straight root"
P065.013.1.,45.93,obj00031,P065.013.1.obj00031,1,2,2,1,1,3,2,1,1,2,1,0,0,0,2,1,1,1,1,4,3,1,3,2,1,3.962585385,754.735668,190.465465,"Clear, large root"
P065.013.1.,45.93,obj00032,P065.013.1.obj00032,1,1,1,1,1,1,1,0,0,0,0,0,0,0,2,3,1,1,1,2,1,3,3,2,3,2.685246902,433.3796295,161.3928422,Cone Elongated (with acrodin tip)
P065.013.1.,45.93,obj00033,P065.013.1.obj00033,1,4,2,1,6,3,2,1,1,2,1,0,0,0,2,1,1,1,1,3,2,1,1,2,2,2.237937678,302.9719887,135.3799937,"Right Triangle, flat"
P065.013.1.,45.93,obj00034,P065.013.1.obj00034,1,1,2,1,1,3,2,1,3,2,1,0,0,0,2,1,1,1,1,4,3,1,3,2,2,2.231825168,302.6592903,135.6106628,"Clear, flared blades, 3/4 root"
P065.013.1.,45.93,obj00035,P065.013.1.obj00035,1,4,,,,,,,,,,0,,,,,,,,,,,,,,9.933125546,997.9976533,100.4716641,
P065.013.1.,45.93,obj00036,P065.013.1.obj00036,4,,,,,,,,,,,0,,,,,,,,,,,,,,0,0,0,
P065.013.1.,45.93,obj00037,P065.013.1.obj00037,1,1,1,1,1,2,2,1,1,1,1,0,0,0,2,3,1,1,1,3,2,3,3,2,3,1.317729292,177.0107814,134.330156,Bladed cone small root acrodin tip
P065.013.1.,45.93,obj00038,P065.013.1.obj00038,1,3,2,1,1,3,2,1,1,2,1,0,0,0,2,2,2,2,1,4,3,1,2,2,1,3,0,0,"Acrodin Tip, no obvious root"
P065.013.1.,45.93,obj00039,P065.013.1.obj00039,4,,,,,,,,,,,0,,,,,,,,,,,,,,2.575363878,359.5728522,139.6202126,
P065.013.1.,45.93,obj00040,P065.013.1.obj00040,1,1,2,1,1,3,2,1,1,2,1,0,0,0,2,2,2,1,1,3,3,4,2,2,5,1.43825257,291.8064283,202.8895581,"Acrodin Tip, extended long root"
P065.013.1.,45.93,obj00041,P065.013.1.obj00041,1,4,,,,,,,,,,0,,,,,,,,,,,,,,1.558994755,206.0852003,132.1910799,
P065.013.1.,45.93,obj00042,P065.013.1.obj00042,1,1,2,1,1,3,2,1,3,2,5,0,0,0,2,1,1,1,1,3,3,2,1,1,1,2.323103122,452.4157888,194.7463221,"Clear, flared blades, concave root"
P065.013.1.,45.93,obj00043,P065.013.1.obj00043,1,1,2,1,1,3,2,1,3,2,5,0,0,0,2,1,1,1,1,3,3,2,1,1,1,2.599747456,547.1128854,210.4484742,"Clear, flared blades, concave root"
P065.013.1.,45.93,obj00044,P065.013.1.obj00044,2,1,,,,,,,,,,0,,,,,,,,,,,,,,1.280683898,539.2804735,421.0878848,
P065.013.1.,45.93,obj00045,P065.013.1.obj00045,1,2,2,1,1,3,2,1,1,2,1,0,0,0,2,2,2,4,1,3,3,1,2,2,1,2.050465795,816.0876269,398.0010927,"Acrodin Tip, 3/4 length straight root"
P065.013.1.,45.93,obj00046,P065.013.1.obj00046,1,2,2,1,1,3,2,1,1,2,1,0,0,0,2,2,2,1,1,3,3,4,2,2,5,2.426547917,377.9628073,155.7615263,"Acrodin Tip, extended long root"
P065.013.1.,45.93,obj00047,P065.013.1.obj00047,4,,,,,,,,,,,0,,,,,,,,,,,,,,0,0,0,
P065.013.1.,45.93,obj00048,P065.013.1.obj00048,4,,,,,,,,,,,0,,,,,,,,,,,,,,1.073392687,106.0317552,98.78188703,
P065.013.1.,45.93,obj00049,P065.013.1.obj00049,1,2,2,1,1,3,2,1,1,2,1,0,0,0,2,1,1,1,1,4,3,1,2,2,1,1.879464348,411.4748675,218.9319888,"Clear, flat, straight, tall"
P065.013.1.,45.93,obj00050,P065.013.1.obj00050,1,3,2,1,6,3,2,1,1,2,1,0,0,0,2,1,1,1,1,3,3,5,3,2,4,2.360227992,390.930577,165.6325483,"Clear, long S-shape root"
P065.013.1.,45.93,obj00051,P065.013.1.obj00051,2,1,,,,,,,,,,0,,,,,,,,,,,,,,1.295615306,212.2229949,163.8009322,
P065.013.1.,45.93,obj00052,P065.013.1.obj00052,1,4,,,,,,,,,,0,,,,,,,,,,,,,,6.452647383,799.705878,123.9345389,
P065.013.1.,45.93,obj00053,P065.013.1.obj00053,4,,,,,,,,,,,0,,,,,,,,,,,,,,1.037363132,98.76180386,95.20465961,
P065.013.1.,45.93,obj00054,P065.013.1.obj00054,1,3,2,1,1,3,2,1,1,2,1,0,0,0,2,2,1,1,1,3,3,1,2,2,1,1.52704062,243.1151798,159.2067536,"Acrodin Tip, Cone-like, Big blades"
P065.013.1.,45.93,obj00055,P065.013.1.obj00055,2,2,,,,,,,,,,0,,,,,,,,,,,,,,1.409423581,266.1367614,188.82667,
