Sample,AgeID,N1of1,ID,A,B,C,E,F,G,H1,H2,H3,H4,H5,K1,K2,K3,L,M,N1,N2,O,P,Q,R1,R2,R3,R4,AR,LEN,WID,Morphotype_name
P140.088.1.,65.5,obj00018,P140.088.1.obj00018,4,,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P140.088.1.,65.5,obj00019,P140.088.1.obj00019,1,4,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P140.088.1.,65.5,obj00020,P140.088.1.obj00020,4,,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P140.088.1.,65.5,obj00021,P140.088.1.obj00021,1,3,2,1,1,3,2,1,3,2,1,0,0,0,2,1,1,1,1,3,2,2,2,2,3,99,0,0,"Cloudy, 1/2 root, flare blades"
P140.088.1.,65.5,obj00022,P140.088.1.obj00022,4,,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P140.088.1.,65.5,obj00023,P140.088.1.obj00023,4,,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P140.088.1.,65.5,obj00024,P140.088.1.obj00024,4,,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P140.088.1.,65.5,obj00025,P140.088.1.obj00025,4,,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P140.088.1.,65.5,obj00026,P140.088.1.obj00026,4,,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P140.088.1.,65.5,obj00027,P140.088.1.obj00027,1,4,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P140.088.1.,65.5,obj00028,P140.088.1.obj00028,4,,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P140.088.1.,65.5,obj00029,P140.088.1.obj00029,4,,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P140.088.1.,65.5,obj00030,P140.088.1.obj00030,4,,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P140.088.1.,65.5,obj00031,P140.088.1.obj00031,1,5,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P140.088.1.,65.5,obj00032,P140.088.1.obj00032,1,5,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P140.088.1.,65.5,obj00033,P140.088.1.obj00033,4,,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P140.088.1.,65.5,obj00034,P140.088.1.obj00034,4,,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P140.088.1.,65.5,obj00035,P140.088.1.obj00035,4,,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P140.088.1.,65.5,obj00036,P140.088.1.obj00036,1,5,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P140.088.1.,65.5,obj00037,P140.088.1.obj00037,4,,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P140.088.1.,65.5,obj00038,P140.088.1.obj00038,1,5,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P140.088.1.,65.5,obj00039,P140.088.1.obj00039,4,,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P140.088.1.,65.5,obj00040,P140.088.1.obj00040,4,,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P140.088.1.,65.5,obj00041,P140.088.1.obj00041,1,1,2,2,3,2,1,0,0,0,0,0,0,0,3,2,1,1,1,3,2,3,3,2,3,99,0,0,"Acrodin Tip, Convex, Curved"
P140.088.1.,65.5,obj00042,P140.088.1.obj00042,2,2,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P140.088.1.,65.5,obj00043,P140.088.1.obj00043,2,2,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P140.088.1.,65.5,obj00044,P140.088.1.obj00044,1,4,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P140.088.1.,65.5,obj00045,P140.088.1.obj00045,1,5,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P140.088.1.,65.5,obj00046,P140.088.1.obj00046,1,1,1,1,1,1,1,0,0,0,0,0,0,0,2,3,1,1,1,2,1,3,3,2,3,99,0,0,Cone Elongated (with acrodin tip)
P140.088.1.,65.5,obj00047,P140.088.1.obj00047,1,1,4,1,3,3,2,1,3,2,1,0,0,0,3,1,5,1,1,4,3,3,3,2,3,99,0,0,"Flared base, cusps"
P140.088.1.,65.5,obj00048,P140.088.1.obj00048,4,,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P140.088.1.,65.5,obj00049,P140.088.1.obj00049,1,1,1,1,1,1,1,0,0,0,0,0,0,0,2,3,1,1,1,2,1,3,3,2,3,99,0,0,Cone Elongated (with acrodin tip)
P140.088.1.,65.5,obj00050,P140.088.1.obj00050,4,,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P140.088.1.,65.5,obj00051,P140.088.1.obj00051,4,,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P140.088.1.,65.5,obj00052,P140.088.1.obj00052,2,2,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P140.088.1.,65.5,obj00053,P140.088.1.obj00053,1,4,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P140.088.1.,65.5,obj00054,P140.088.1.obj00054,2,2,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P140.088.1.,65.5,obj00055,P140.088.1.obj00055,4,,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P140.088.1.,65.5,obj00056,P140.088.1.obj00056,4,,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P140.088.1.,65.5,obj00057,P140.088.1.obj00057,4,,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P140.088.1.,65.5,obj00058,P140.088.1.obj00058,1,4,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P140.088.1.,65.5,obj00059,P140.088.1.obj00059,2,2,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P140.088.1.,65.5,obj00060,P140.088.1.obj00060,1,5,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P140.088.1.,65.5,obj00061,P140.088.1.obj00061,4,,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P140.088.1.,65.5,obj00062,P140.088.1.obj00062,1,5,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P140.088.1.,65.5,obj00063,P140.088.1.obj00063,2,2,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P140.088.1.,65.5,obj00064,P140.088.1.obj00064,2,2,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P140.088.1.,65.5,obj00065,P140.088.1.obj00065,1,5,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P140.088.1.,65.5,obj00066,P140.088.1.obj00066,1,1,2,1,1,3,2,1,3,2,1,0,0,0,1,1,1,1,1,4,3,1,2,2,3,99,0,0,"Cloudy, curve bladed"
P140.088.1.,65.5,obj00067,P140.088.1.obj00067,4,,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P140.088.1.,65.5,obj00068,P140.088.1.obj00068,2,2,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P140.088.1.,65.5,obj00069,P140.088.1.obj00069,4,,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P140.088.1.,65.5,obj00070,P140.088.1.obj00070,4,,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P140.088.1.,65.5,obj00071,P140.088.1.obj00071,2,2,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P140.088.1.,65.5,obj00072,P140.088.1.obj00072,4,,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P140.088.1.,65.5,obj00073,P140.088.1.obj00073,4,,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P140.088.1.,65.5,obj00074,P140.088.1.obj00074,1,5,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P140.088.1.,65.5,obj00075,P140.088.1.obj00075,1,5,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P140.088.1.,65.5,obj00076,P140.088.1.obj00076,2,2,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P140.088.1.,65.5,obj00077,P140.088.1.obj00077,2,2,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P140.088.1.,65.5,obj00078,P140.088.1.obj00078,4,,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P140.088.1.,65.5,obj00079,P140.088.1.obj00079,2,2,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P140.088.1.,65.5,obj00080,P140.088.1.obj00080,1,5,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P140.088.1.,65.5,obj00081,P140.088.1.obj00081,4,,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P140.088.1.,65.5,obj00082,P140.088.1.obj00082,4,,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P140.088.1.,65.5,obj00083,P140.088.1.obj00083,4,,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P140.088.1.,65.5,obj00084,P140.088.1.obj00084,4,,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P140.088.1.,65.5,obj00085,P140.088.1.obj00085,4,,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P140.088.1.,65.5,obj00086,P140.088.1.obj00086,4,,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P140.088.1.,65.5,obj00087,P140.088.1.obj00087,4,,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P140.088.1.,65.5,obj00088,P140.088.1.obj00088,4,,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P140.088.1.,65.5,obj00089,P140.088.1.obj00089,4,,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P140.088.1.,65.5,obj00090,P140.088.1.obj00090,1,1,1,1,1,1,1,0,0,0,0,0,0,0,2,2,1,1,1,3,2,3,3,2,3,99,0,0,cone short dome root
P140.088.1.,65.5,obj00091,P140.088.1.obj00091,1,5,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P140.088.1.,65.5,obj00092,P140.088.1.obj00092,4,,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P140.088.1.,65.5,obj00093,P140.088.1.obj00093,4,,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P140.088.1.,65.5,obj00094,P140.088.1.obj00094,4,,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P140.088.1.,65.5,obj00095,P140.088.1.obj00095,4,,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P140.088.1.,65.5,obj00096,P140.088.1.obj00096,4,,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P140.088.1.,65.5,obj00097,P140.088.1.obj00097,4,,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P140.088.1.,65.5,obj00098,P140.088.1.obj00098,2,2,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P140.088.1.,65.5,obj00099,P140.088.1.obj00099,4,,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P140.088.1.,65.5,obj00100,P140.088.1.obj00100,4,,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P140.088.1.,65.5,obj00101,P140.088.1.obj00101,4,,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P140.088.1.,65.5,obj00102,P140.088.1.obj00102,2,2,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P140.088.1.,65.5,obj00103,P140.088.1.obj00103,1,5,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P140.088.1.,65.5,obj00104,P140.088.1.obj00104,4,,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P140.088.1.,65.5,obj00105,P140.088.1.obj00105,1,5,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P140.088.1.,65.5,obj00106,P140.088.1.obj00106,4,,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P140.088.1.,65.5,obj00107,P140.088.1.obj00107,4,,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P140.088.1.,65.5,obj00108,P140.088.1.obj00108,2,2,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P140.088.1.,65.5,obj00109,P140.088.1.obj00109,4,,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P140.088.1.,65.5,obj00110,P140.088.1.obj00110,4,,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P140.088.1.,65.5,obj00111,P140.088.1.obj00111,1,4,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P140.088.1.,65.5,obj00112,P140.088.1.obj00112,1,4,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P140.088.1.,65.5,obj00113,P140.088.1.obj00113,4,,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P140.088.1.,65.5,obj00114,P140.088.1.obj00114,2,2,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P140.088.1.,65.5,obj00115,P140.088.1.obj00115,2,2,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P140.088.1.,65.5,obj00116,P140.088.1.obj00116,4,,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P140.088.1.,65.5,obj00117,P140.088.1.obj00117,1,5,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P140.088.1.,65.5,obj00118,P140.088.1.obj00118,4,,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P140.088.1.,65.5,obj00119,P140.088.1.obj00119,4,,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P140.088.1.,65.5,obj00120,P140.088.1.obj00120,2,2,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P140.088.1.,65.5,obj00121,P140.088.1.obj00121,4,,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P140.088.1.,65.5,obj00122,P140.088.1.obj00122,4,,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P140.088.1.,65.5,obj00123,P140.088.1.obj00123,2,2,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P140.088.1.,65.5,obj00124,P140.088.1.obj00124,4,,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P140.088.1.,65.5,obj00125,P140.088.1.obj00125,4,,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P140.088.1.,65.5,obj00126,P140.088.1.obj00126,4,,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P140.088.1.,65.5,obj00127,P140.088.1.obj00127,4,,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P140.088.1.,65.5,obj00128,P140.088.1.obj00128,4,,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P140.088.1.,65.5,obj00129,P140.088.1.obj00129,4,,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P140.088.1.,65.5,obj00130,P140.088.1.obj00130,4,,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P140.088.1.,65.5,obj00131,P140.088.1.obj00131,4,,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P140.088.1.,65.5,obj00132,P140.088.1.obj00132,4,,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P140.088.1.,65.5,obj00133,P140.088.1.obj00133,4,,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P140.088.1.,65.5,obj00134,P140.088.1.obj00134,4,,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P140.088.1.,65.5,obj00135,P140.088.1.obj00135,4,,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P140.088.1.,65.5,obj00136,P140.088.1.obj00136,4,,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P140.088.1.,65.5,obj00137,P140.088.1.obj00137,4,,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P140.088.1.,65.5,obj00138,P140.088.1.obj00138,4,,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P140.088.1.,65.5,obj00139,P140.088.1.obj00139,4,,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P140.088.1.,65.5,obj00140,P140.088.1.obj00140,4,,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P140.088.1.,65.5,obj00141,P140.088.1.obj00141,4,,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P141.089.1.,65.7,obj00001,P141.089.1.obj00001,1,1,1,1,3,1,1,0,0,0,0,0,0,0,3,4,1,1,1,2,1,3,3,2,3,1.17839247,131.0998982,111.2531704,"Acrodin Tip, Cone, small dome root"
P141.089.1.,65.7,obj00002,P141.089.1.obj00002,1,3,1,1,3,3,2,1,1,1,1,0,0,0,1,1,5,1,1,4,3,3,3,2,2,2.753092226,1153.206947,418.8769765,"Flared base, straight bladed cone"
P141.089.1.,65.7,obj00003,P141.089.1.obj00003,1,1,1,1,3,1,1,0,0,0,0,0,0,0,3,4,1,1,1,2,1,3,3,2,3,1.059975271,126.3430519,119.194339,"Acrodin Tip, Cone, small dome root"
P141.089.1.,65.7,obj00004,P141.089.1.obj00004,1,4,,,,,,,,,,0,,,,,,,,,,,,,,1.624690315,209.9680333,129.2357266,
P141.089.1.,65.7,obj00005,P141.089.1.obj00005,4,,,,,,,,,,,0,,,,,,,,,,,,,,2.38724995,172.0221657,72.05871583,
P141.089.1.,65.7,obj00006,P141.089.1.obj00006,1,1,2,1,2,3,2,1,3,1,1,0,0,0,2,1,1,1,1,4,1,3,2,2,2,1.947570696,428.7096287,220.1253231,"Clear, concave tooth, 1/4 root"
P141.089.1.,65.7,obj00007,P141.089.1.obj00007,1,1,1,1,3,2,2,1,1,1,1,0,0,0,3,2,1,1,1,4,3,1,2,2,2,0,0,0,Bladed cone (acrodin tip)
P141.089.1.,65.7,obj00008,P141.089.1.obj00008,1,4,,,,,,,,,,0,,,,,,,,,,,,,,1.267646974,205.8854339,162.4154344,
P141.089.1.,65.7,obj00009,P141.089.1.obj00009,4,,,,,,,,,,,0,,,,,,,,,,,,,,1.20696079,111.4781079,92.362659,
P141.089.1.,65.7,obj00010,P141.089.1.obj00010,1,1,2,1,2,3,2,1,3,2,4,0,0,0,2,1,1,1,1,3,3,1,2,2,2,1.665030698,550.6793634,330.7322587,"Cloudy, flare blades"
P141.089.1.,65.7,obj00011,P141.089.1.obj00011,1,1,2,1,2,3,2,1,1,2,1,0,0,0,2,1,2,1,1,3,2,5,3,1,3,1.230408575,191.7438282,155.8375259,"Clear, thick, concave "
P141.089.1.,65.7,obj00012,P141.089.1.obj00012,2,4,,,,,,,,,,0,,,,,,,,,,,,,,2.590476037,211.6609747,81.7073664,
P141.089.1.,65.7,obj00013,P141.089.1.obj00013,1,4,,,,,,,,,,0,,,,,,,,,,,,,,1.139041411,190.6422235,167.3707573,
P141.089.1.,65.7,obj00014,P141.089.1.obj00014,1,4,,,,,,,,,,0,,,,,,,,,,,,,,3.331080478,424.6594529,127.4839968,
P141.089.1.,65.7,obj00015,P141.089.1.obj00015,4,,,,,,,,,,,0,,,,,,,,,,,,,,1.522598564,127.1096814,83.48207098,
P141.089.1.,65.7,obj00016,P141.089.1.obj00016,1,1,1,3,4,2,2,1,1,1,1,0,0,0,1,1,5,1,1,4,3,3,3,2,3,3.070104708,500.3723312,162.9821712,Large long curved bladed cone
P141.089.1.,65.7,obj00017,P141.089.1.obj00017,1,1,1,1,1,1,1,0,0,0,0,0,0,0,2,1,1,1,1,2,1,3,3,2,3,0,0,0,Cone Elongated (no acrodin tip)
P141.089.1.,65.7,obj00018,P141.089.1.obj00018,1,1,4,1,3,3,2,1,3,2,1,0,0,0,3,1,5,1,1,4,3,3,3,2,3,1.280332599,271.1906712,211.8126739,"Flared base, cusps"
P141.089.1.,65.7,obj00019,P141.089.1.obj00019,1,1,1,3,4,1,1,0,0,0,0,0,0,0,2,3,1,1,1,3,2,1,2,2,2,0,0,0,Cone small curved acrodin tip
P141.089.1.,65.7,obj00020,P141.089.1.obj00020,1,4,,,,,,,,,,0,,,,,,,,,,,,,,1.156941616,104.7061732,90.50255584,
P141.089.1.,65.7,obj00021,P141.089.1.obj00021,1,1,1,1,3,1,1,0,0,0,0,0,0,0,3,4,1,1,1,2,1,3,3,2,3,1.128067095,132.3173072,117.2956004,"Acrodin Tip, Cone, small dome root"
P141.089.1.,65.7,obj00022,P141.089.1.obj00022,1,1,1,1,1,3,2,1,1,1,1,0,0,0,2,1,1,1,1,4,2,1,2,2,2,3.428397887,417.2017393,121.6900002,Bladed cone straight no flare
P141.089.1.,65.7,obj00023,P141.089.1.obj00023,4,,,,,,,,,,,0,,,,,,,,,,,,,,0,0,0,
P141.089.1.,65.7,obj00024,P141.089.1.obj00024,4,,,,,,,,,,,0,,,,,,,,,,,,,,0,0,0,
P141.089.1.,65.7,obj00025,P141.089.1.obj00025,4,,,,,,,,,,,0,,,,,,,,,,,,,,0,0,0,
P141.089.1.,65.7,obj00026,P141.089.1.obj00026,1,1,1,1,1,1,1,0,0,0,0,0,0,0,2,2,1,1,1,3,2,3,3,2,3,1.536190191,123.3795578,80.31528814,cone short dome root
P141.089.1.,65.7,obj00027,P141.089.1.obj00027,1,4,,,,,,,,,,0,,,,,,,,,,,,,,1.350696366,156.5910839,115.9335939,
P141.089.1.,65.7,obj00028,P141.089.1.obj00028,1,1,1,1,1,1,1,0,0,0,0,0,0,0,2,2,1,1,1,3,2,3,3,2,3,1.421459859,129.4563841,91.07283846,cone short dome root
P141.089.1.,65.7,obj00029,P141.089.1.obj00029,1,1,2,3,4,3,2,1,1,1,1,0,0,0,2,1,5,1,1,4,3,3,3,2,3,2.615106942,634.4357737,242.6041411,"Flared base, big curve"
P141.089.1.,65.7,obj00030,P141.089.1.obj00030,1,1,1,1,3,1,1,0,0,0,0,0,0,0,3,4,1,1,1,2,1,3,3,2,3,1.178851246,131.2230456,111.3143376,"Acrodin Tip, Cone, small dome root"
P141.089.1.,65.7,obj00031,P141.089.1.obj00031,2,2,,,,,,,,,,0,,,,,,,,,,,,,,1.65151526,543.4714551,329.0744375,
P141.089.1.,65.7,obj00032,P141.089.1.obj00032,2,2,,,,,,,,,,0,,,,,,,,,,,,,,1.227321949,343.8106736,280.1307952,
P141.089.1.,65.7,obj00033,P141.089.1.obj00033,1,2,2,1,3,3,2,1,4,2,1,0,0,0,2,4,1,1,1,4,2,1,2,2,1,1.651330799,233.92347,141.6575469,"Acrodin Tip, Thick Blades, Small root"
P141.089.1.,65.7,obj00034,P141.089.1.obj00034,1,4,,,,,,,,,,0,,,,,,,,,,,,,,2.168558103,465.3436317,214.5866559,
P141.089.1.,65.7,obj00035,P141.089.1.obj00035,1,3,2,1,1,3,2,1,1,2,1,0,0,0,2,1,1,1,1,3,2,2,2,2,3,1.187733761,375.5680657,316.2055993,"Cloudy, Triangle, 3/4 root"
P141.089.1.,65.7,obj00036,P141.089.1.obj00036,2,2,,,,,,,,,,0,,,,,,,,,,,,,,1.245536305,201.5943302,161.8534357,
P141.089.1.,65.7,obj00037,P141.089.1.obj00037,1,2,4,1,3,3,2,1,3,2,1,0,0,0,3,1,5,1,1,4,3,3,3,2,3,1.650816978,734.8948265,445.1703832,"Flared base, cusps"
P141.089.1.,65.7,obj00038,P141.089.1.obj00038,2,2,,,,,,,,,,0,,,,,,,,,,,,,,1.082366828,137.28047,126.8335896,
P141.089.1.,65.7,obj00039,P141.089.1.obj00039,4,,,,,,,,,,,0,,,,,,,,,,,,,,1.574023547,113.4149958,72.0541926,
P141.089.1.,65.7,obj00040,P141.089.1.obj00040,1,1,1,1,1,1,1,0,0,0,0,0,0,0,2,1,1,1,1,2,1,3,3,2,3,1.191821819,186.7648311,156.7053298,Cone Elongated (no acrodin tip)
P141.089.1.,65.7,obj00041,P141.089.1.obj00041,2,2,,,,,,,,,,0,,,,,,,,,,,,,,1.450218848,289.0185145,199.2930342,
P141.089.1.,65.7,obj00042,P141.089.1.obj00042,2,2,,,,,,,,,,0,,,,,,,,,,,,,,1.03674612,232.1637394,223.934997,
P141.089.1.,65.7,obj00043,P141.089.1.obj00043,2,4,,,,,,,,,,0,,,,,,,,,,,,,,1.176076964,146.05817,124.1909964,
P141.089.1.,65.7,obj00044,P141.089.1.obj00044,2,2,,,,,,,,,,0,,,,,,,,,,,,,,2.088223631,296.556911,142.0139618,
P141.089.1.,65.7,obj00045,P141.089.1.obj00045,2,2,,,,,,,,,,0,,,,,,,,,,,,,,1.059663556,188.5461794,177.9302293,
P141.089.1.,65.7,obj00046,P141.089.1.obj00046,1,2,4,1,3,3,2,1,3,2,1,0,0,0,3,1,5,1,1,4,3,3,3,2,3,1.058062302,360.5718207,340.7850557,"Flared base, cusps"
P141.089.1.,65.7,obj00047,P141.089.1.obj00047,2,2,,,,,,,,,,0,,,,,,,,,,,,,,1.065248908,177.3573701,166.4938295,
P141.089.1.,65.7,obj00048,P141.089.1.obj00048,2,2,,,,,,,,,,0,,,,,,,,,,,,,,1.023449042,175.9175797,171.8869943,
P141.089.1.,65.7,obj00049,P141.089.1.obj00049,2,2,,,,,,,,,,0,,,,,,,,,,,,,,1.282547861,226.6950579,176.7536829,
P141.089.1.,65.7,obj00050,P141.089.1.obj00050,2,2,,,,,,,,,,0,,,,,,,,,,,,,,1.627575269,252.2805157,155.0039009,
P141.089.1.,65.7,obj00051,P141.089.1.obj00051,2,2,,,,,,,,,,0,,,,,,,,,,,,,,1.408402615,217.6384174,154.5285525,
P141.089.1.,65.7,obj00052,P141.089.1.obj00052,4,,,,,,,,,,,0,,,,,,,,,,,,,,0,0,0,
P141.089.1.,65.7,obj00053,P141.089.1.obj00053,4,,,,,,,,,,,0,,,,,,,,,,,,,,0,0,0,
P141.089.1.,65.7,obj00054,P141.089.1.obj00054,2,2,,,,,,,,,,0,,,,,,,,,,,,,,1.073292403,229.9734047,214.269107,
P141.089.1.,65.7,obj00055,P141.089.1.obj00055,4,,,,,,,,,,,0,,,,,,,,,,,,,,0,0,0,
P141.089.1.,65.7,obj00056,P141.089.1.obj00056,2,2,,,,,,,,,,0,,,,,,,,,,,,,,1.355424364,226.8012109,167.3285629,
P141.089.1.,65.7,obj00057,P141.089.1.obj00057,1,4,,,,,,,,,,0,,,,,,,,,,,,,,1.334254978,187.1334997,140.2531771,
P141.089.1.,65.7,obj00058,P141.089.1.obj00058,2,2,,,,,,,,,,0,,,,,,,,,,,,,,1.132257519,248.736476,219.6818938,
P141.089.1.,65.7,obj00059,P141.089.1.obj00059,2,2,,,,,,,,,,0,,,,,,,,,,,,,,1.406916758,218.1909772,155.0844966,
P141.089.1.,65.7,obj00060,P141.089.1.obj00060,1,4,,,,,,,,,,0,,,,,,,,,,,,,,2.234220528,251.666456,112.6417257,
P141.089.1.,65.7,obj00061,P141.089.1.obj00061,2,2,,,,,,,,,,0,,,,,,,,,,,,,,3.093958666,473.8742224,153.1611355,
P141.089.1.,65.7,obj00062,P141.089.1.obj00062,2,2,,,,,,,,,,0,,,,,,,,,,,,,,1.635017774,256.0258294,156.5890191,
P141.089.1.,65.7,obj00063,P141.089.1.obj00063,1,4,,,,,,,,,,0,,,,,,,,,,,,,,3.193114543,681.0365775,213.2828523,
P141.089.1.,65.7,obj00064,P141.089.1.obj00064,4,,,,,,,,,,,0,,,,,,,,,,,,,,1.901947316,684.1062693,359.6872866,
P141.089.1.,65.7,obj00065,P141.089.1.obj00065,4,,,,,,,,,,,0,,,,,,,,,,,,,,2.043436383,150.8659226,73.82951768,
P141.089.1.,65.7,obj00066,P141.089.1.obj00066,1,4,,,,,,,,,,0,,,,,,,,,,,,,,4.029753583,373.1814696,92.60652344,
P141.089.1.,65.7,obj00067,P141.089.1.obj00067,1,4,,,,,,,,,,0,,,,,,,,,,,,,,6.153889138,575.5498005,93.5261893,
